variety,brix_numeric,firmness_numeric,starch_numeric,size_numeric,season_numeric,routing,variety_base_price,storage_days,price_per_lb,economic_loss
Cosmic Crisp,13.401651276153274,3.8187798203235235,11.724085301978628,3.991788551963624,4,fresh_standard,2.93,0.8597305690237871,1.75,0.0
Fuji,16.814723570916343,3.8172496378161758,12.345438535185604,3.6937847021706007,4,fresh_premium,2.0,13.91423188593864,2.8,0.0
Gala,13.678786588033073,3.096519897621101,12.485762987335878,3.777923775259474,3,fresh_standard,1.75,3.766961760656641,1.75,0.0
Fuji,16.945663813360483,3.9375922763267446,14.080266384168926,4.863460832268129,4,fresh_standard,2.0,2.8350019881455184,1.75,0.0
Gala,13.187898257990113,2.8613294029371317,12.009591196609056,3.6967277144956143,3,fresh_standard,1.75,9.77483083988966,1.75,0.0
Honeycrisp,15.315349533929636,3.619305220324997,12.090608019544089,3.7115481721687984,3,fresh_premium,3.24,5.9314324608355085,2.8,0.0
Empire,13.145718357510539,3.177934404854183,11.978699028084078,4.365165441171561,3,fresh_standard,1.75,4.584047698479597,1.75,0.0
Cortland,12.655927097335702,2.7163950043029077,10.540766470621312,3.797647485162913,3,juice,1.5,5.202354076709824,0.06,1.44
Cameo,14.296482756184492,3.501090551607296,12.505454275651951,3.4037483708147915,4,fresh_standard,2.15,3.7084213601103935,1.75,0.0
Cameo,14.571583707104171,3.4454265167040536,11.25750887473611,3.8759230180021653,4,fresh_premium,2.15,5.664038163132389,2.8,0.0
Red Delicious,11.307910177494808,2.808211442297268,9.446510802138722,3.0739014333119394,4,juice,1.25,12.243732000193543,0.06,1.19
McIntosh,11.03792731949145,2.5,9.0444056259757,3.4792826654908757,3,juice,1.5,39.64869564194697,0.06,1.44
Ambrosia,15.336720673813549,3.560849961583753,11.474866936749613,3.4548004612785768,4,fresh_standard,2.5,0.31445044725836535,1.75,0.0
Red Delicious,11.11606829401977,2.7210645594621026,9.84914521437191,3.3507301595973162,4,juice,1.25,15.899712503764384,0.06,1.19
Fuji,16.24536221176185,3.933976065000046,14.872894938817764,3.7615852337000275,4,fresh_standard,2.0,3.3993656683288447,1.75,0.0
Red Delicious,11.905101612473555,2.971257560040975,9.73350415285188,2.303417782685007,4,juice,1.25,7.003129422221013,0.06,1.19
Golden Delicious,14.024802508818965,3.06520352053677,10.832321892812315,3.2172105673093294,4,fresh_standard,1.5,20.689213499470284,1.75,0.0
Fuji,18.11934421842453,3.9031723996374508,12.31030234458145,3.455616281843373,4,fresh_standard,2.0,3.0267718261423786,1.75,0.0
Gala,12.48549054747912,2.876475535641628,11.202745795106319,3.5514122968420154,3,fresh_standard,1.75,11.018994603112152,1.75,0.0
Granny Smith,10.305550904389277,3.869534770173616,16.163443054946953,3.321574352454136,4,fresh_standard,1.75,11.640126414462555,1.75,0.0
Braeburn,12.905144369144093,3.4539452486321234,13.435399597714465,3.24280728385008,4,fresh_standard,1.85,16.487109459851663,1.75,0.0
Cosmic Crisp,15.700344868438368,3.7424545635525863,11.834627150924486,3.681130007874342,4,fresh_premium,2.93,11.64385883557969,2.8,0.0
Red Delicious,11.125619667709431,2.994318553591661,9.098321658310097,3.0509192491972144,4,juice,1.25,1.1055245258666984,0.06,1.19
Fuji,14.939193274424333,3.815855664672123,14.804189746464903,3.371925932389737,4,fresh_standard,2.0,13.067802872182527,1.75,0.0
Pink Lady,13.36143674170916,3.1777863138739195,14.777116202540691,3.6490041560966224,5,fresh_standard,3.0,51.39496674707304,1.75,0.0
Braeburn,12.716335671008874,3.481270332170356,14.99369856856288,3.182479394113092,4,fresh_standard,1.85,12.024002760720883,1.75,0.0
Gala,13.654786271167723,2.8183233573163973,11.153958934129932,3.1245936275022723,3,fresh_standard,1.75,9.335563168130257,1.75,0.0
Ambrosia,14.26993406248675,3.47166565651536,12.48718783235312,3.693781312679781,4,fresh_premium,2.5,1.2345542349786531,2.8,0.0
Golden Delicious,13.180674382659308,2.5,10.491637174045149,3.5586879758559844,4,juice,1.5,75.25203436032187,0.06,1.44
Fuji,16.29328378388372,3.9609782811543197,13.329101119012858,3.9172414847301793,4,fresh_premium,2.0,2.407917164719208,2.8,0.0
Cosmic Crisp,13.333783898630271,3.936463532227682,11.745891671752817,4.710252123994928,4,fresh_standard,2.93,4.244691315113612,1.75,0.0
Fuji,16.64307990730023,3.9572367397800745,13.73547752468799,3.4412508521342575,4,fresh_standard,2.0,2.214507061072947,1.75,0.0
Empire,12.340141307534022,3.097849746736264,11.140625015653008,3.7712407029558026,3,fresh_standard,1.75,10.494334049244218,1.75,0.0
Empire,14.024034080174765,3.394720366040736,10.37827739265348,3.141863129160817,3,fresh_standard,1.75,3.279506543623965,1.75,0.0
Cameo,13.626694912736948,3.6552771475840076,11.719649801273134,4.0714771823217015,4,fresh_premium,2.15,1.3593727159832372,2.8,0.0
Honeycrisp,14.701471057596713,3.661185428815154,12.25412102530377,3.5872514016037442,3,fresh_premium,3.24,6.784912926673598,2.8,0.0
Golden Delicious,14.67236580827927,3.195474269465319,11.919491442923938,3.4228043321887665,4,fresh_standard,1.5,4.409248197386067,1.75,0.0
Ambrosia,16.0503720638138,3.558969308581751,12.589156557400381,4.538003569299299,4,fresh_premium,2.5,4.692885042407799,2.8,0.0
Granny Smith,10.502035393803716,3.7220804970723633,15.19898933774593,3.5013727616861026,4,fresh_standard,1.75,15.799492595751158,1.75,0.0
Honeycrisp,14.292399429539946,3.637838920224727,13.539987106197222,4.206465727137812,3,fresh_premium,3.24,10.034862739576596,2.8,0.0
Empire,13.743185491228434,3.326721090029594,10.136020463904842,3.520231432940632,3,fresh_standard,1.75,0.23316825037002553,1.75,0.0
Fuji,16.567473777081407,3.9144293893541477,14.863697786576433,3.7546363627166075,4,fresh_standard,2.0,3.8117641381441287,1.75,0.0
Cosmic Crisp,14.347776277169684,3.8117771191656638,11.389392941708854,4.191204873092025,4,fresh_premium,2.93,4.183560899891112,2.8,0.0
Honeycrisp,14.229419918266558,3.6984584448733875,13.251719831428472,4.245959585753253,3,fresh_premium,3.24,2.7769280326065333,2.8,0.0
Granny Smith,11.890356274399855,3.765071063812227,16.66832821641688,3.354380751304831,4,fresh_standard,1.75,9.244373826138894,1.75,0.0
Granny Smith,11.883544703434719,3.8456895496507437,15.812833073148038,4.091825903543562,4,fresh_standard,1.75,13.336001120802155,1.75,0.0
Granny Smith,10.720544439703042,3.8263312901422504,15.368089544100426,3.6670091807868017,4,fresh_standard,1.75,5.882697799283968,1.75,0.0
Braeburn,12.5216465613243,3.628127312459253,13.443558983867092,3.3015350623861686,4,fresh_standard,1.85,10.045300026367599,1.75,0.0
Gala,13.439815684632265,2.5,11.501786091382204,3.135979823140822,3,juice,1.75,58.91763984102353,0.06,1.69
Granny Smith,11.798294896046352,3.7726161893567185,16.297365906714727,2.57431806905426,4,fresh_standard,1.75,0.505509308122376,1.75,0.0
Jazz,14.431819091907036,3.508680839426632,13.22587916498905,4.2097662219535135,4,fresh_premium,3.0,28.24796036158523,2.8,0.0
Cortland,11.555892392759109,2.759200164083667,10.493494841334762,3.5621279987994448,3,juice,1.5,15.20311441478238,0.06,1.44
Granny Smith,10.853667484348309,3.4833237646124164,16.228372488638023,2.5998668831318383,4,fresh_standard,1.75,32.377096422818276,1.75,0.0
Granny Smith,10.507975888040068,3.8431454383655526,16.520800134574966,3.684188643611743,4,fresh_standard,1.75,3.702952073058832,1.75,0.0
Braeburn,11.709219747937727,3.7184352874934046,13.253745656126187,3.232207690859393,4,fresh_standard,1.85,3.86497514674119,1.75,0.0
Braeburn,13.72565647780944,3.4429021963915094,14.53270256111478,2.7358486708420404,4,fresh_standard,1.85,22.658358590423234,1.75,0.0
Golden Delicious,14.728964340370712,3.150470048830161,10.927872526909782,2.979043423041001,4,fresh_standard,1.5,0.03926071895142886,1.75,0.0
Gala,13.60782587044884,3.0291043025425837,12.954013908877887,3.7458576775756987,3,fresh_standard,1.75,3.262406327821876,1.75,0.0
Cosmic Crisp,14.78344161242364,3.916915917189128,11.900474707641605,3.6884297367876178,4,fresh_premium,2.93,3.580524164282398,2.8,0.0
Fuji,16.573064625981022,3.97269463089341,12.283256692981443,4.0169816746987665,4,fresh_premium,2.0,0.2552202865239272,2.8,0.0
Golden Delicious,14.334463275559772,3.0336775406589407,11.256060929139075,3.626360503578585,4,fresh_standard,1.5,4.34681646737881,1.75,0.0
Pink Lady,14.930844539272982,3.606353918060285,15.14121949327766,4.1405957119846875,5,fresh_standard,3.0,4.957826650652052,1.75,0.0
Gala,11.74618463448911,2.7698601614556417,11.79807063528487,3.922703923894834,3,juice,1.75,36.14766832999243,0.06,1.69
Cosmic Crisp,14.481062666185904,3.614437946337575,11.132809280593793,3.741355774949814,4,fresh_premium,2.93,20.545033221429353,2.8,0.0
Golden Delicious,13.087805080991664,3.2256820102243173,10.813547497144011,4.073161542324323,4,fresh_standard,1.5,4.73768270190911,1.75,0.0
Braeburn,12.768192806496206,3.410697876793661,14.315899822409184,3.251223859656882,4,fresh_standard,1.85,11.57447962235766,1.75,0.0
Cosmic Crisp,13.630617580766197,3.865904146295897,11.689098797070141,4.594196636724042,4,fresh_premium,2.93,11.409958207372403,2.8,0.0
Jazz,14.823483149878813,3.4247936668441183,13.377770604100181,3.9586596570786505,4,fresh_premium,3.0,23.691251181454838,2.8,0.0
McIntosh,11.877620275148445,2.6263508164737015,10.309882209134644,2.8973892156129355,3,juice,1.5,7.941206605223793,0.06,1.44
Gala,12.969439494060826,2.879313645195197,12.614141807733406,3.472753269240657,3,fresh_standard,1.75,3.9347322654213595,1.75,0.0
Honeycrisp,14.226404498097931,3.6235995178897693,,3.705317621527894,3,fresh_premium,3.24,5.988268273998645,2.8,0.0
Cosmic Crisp,14.91670225796038,3.670640116867307,10.52452808859965,3.7385699864233657,4,fresh_premium,2.93,17.035674221585722,2.8,0.0
Red Delicious,11.838504586744705,2.8613721348650456,10.806101306205031,3.9087582767550577,4,juice,1.25,0.4514963912146639,0.06,1.19
Gala,13.034971386167873,3.0317123174040557,12.63425628403117,3.8283588784267804,3,fresh_standard,1.75,10.623054479496666,1.75,0.0
Granny Smith,10.844427761929206,3.816512385945209,15.891651099654032,1.6954205961837459,4,juice,1.75,1.4361421961938277,0.06,1.69
Fuji,15.070120158321284,3.647069058925023,13.979070818791422,4.232492779287829,4,fresh_premium,2.0,31.302214164088515,2.8,0.0
Ambrosia,15.229696693753304,3.2854531272279823,11.413985156876853,3.6768863450780986,4,fresh_standard,2.5,14.350721383064958,1.75,0.0
Gala,13.415559697774201,2.982030845525774,11.541612656073944,3.509371000369762,3,fresh_standard,1.75,1.555769468113575,1.75,0.0
Gala,13.004502833662873,3.140172676833911,11.738561540431082,3.3614801756931385,3,fresh_standard,1.75,0.31644541461303805,1.75,0.0
Granny Smith,11.361637759409598,3.874211393908501,16.247010622494674,3.2094956292507577,4,fresh_standard,1.75,4.3614061536654,1.75,0.0
Golden Delicious,15.187480615274085,3.0729382538755954,10.113251114755116,3.521339644419796,4,fresh_standard,1.5,1.7537807086470178,1.75,0.0
Cosmic Crisp,15.043604305466193,3.7068342872240283,10.778591228083954,3.2572198134815142,4,fresh_standard,2.93,11.398742917288649,1.75,0.0
Jazz,14.379933043609217,3.80060407981016,12.427022732621344,3.7733859753363626,4,fresh_premium,3.0,2.8707718856360662,2.8,0.0
Ambrosia,15.686099449583624,3.453944334936364,11.141864432267546,4.0542798528882615,4,fresh_premium,2.5,21.92867135568108,2.8,0.0
Braeburn,12.633388792997772,3.5696445002646096,14.622931878303364,3.1978582286553694,4,fresh_standard,1.85,6.823992525526813,1.75,0.0
Golden Delicious,14.07777843191375,2.98620713613795,10.723080375525914,4.382620814490262,4,fresh_standard,1.5,6.3847437323723035,1.75,0.0
Gala,14.078272666484569,3.0498185297822378,11.747842094025627,3.7337685064225425,3,fresh_standard,1.75,10.459409709820719,1.75,0.0
Cosmic Crisp,13.72225741840074,3.812146189334742,11.376804792855472,4.492161199238292,4,fresh_premium,2.93,15.134252301294655,2.8,0.0
Fuji,17.452147152307383,3.933560333443725,12.559919819393048,3.13152646099501,4,fresh_standard,2.0,0.9188311965301504,1.75,0.0
Empire,13.878220042417379,3.2667751312642612,10.4291296401857,2.8311066875885516,3,fresh_standard,1.75,2.3661724658939094,1.75,0.0
Golden Delicious,14.32901386650507,2.992852415010958,10.325022130594913,3.846418115063997,4,fresh_standard,1.5,8.02320225837003,1.75,0.0
Ambrosia,15.045721115180426,3.483233746531747,11.216051508261383,4.696232650032164,4,fresh_premium,2.5,0.5937595780838081,2.8,0.0
Fuji,15.312371264616987,3.9454570006445673,14.620855586211647,3.1355873400726733,4,fresh_standard,2.0,2.1852212446554633,1.75,0.0
Granny Smith,12.03128316798733,3.694053518589913,15.042018313972722,4.158380112526225,4,fresh_standard,1.75,6.167956781969939,1.75,0.0
Golden Delicious,12.882739378940547,3.165602881949618,10.423013498563536,2.9042803993486728,4,fresh_standard,1.5,3.668519016038897,1.75,0.0
Gala,12.261558241215685,2.5,11.136917438667156,2.7604860111388945,3,juice,1.75,45.517366252857265,0.06,1.69
Honeycrisp,14.95359347885594,3.5687797562259984,13.710921168022015,5.0,3,fresh_premium,3.24,9.63001834058552,2.8,0.0
Granny Smith,10.805846542118493,3.8857515542041323,,3.728785767358871,4,fresh_standard,1.75,5.897205998370383,1.75,0.0
Jazz,16.128369465249538,3.564915090356423,13.4656030895325,4.044203443145924,4,fresh_premium,3.0,5.973640988650571,2.8,0.0
Empire,13.029575871029888,3.193098444486952,10.595141432881631,4.591339119320195,3,fresh_standard,1.75,2.006588202367116,1.75,0.0
Gala,11.684524039118795,3.123066078629075,12.593362794382745,2.8214669388044507,3,fresh_standard,1.75,4.930355950481085,1.75,0.0
Cosmic Crisp,14.521725544963953,3.7837711573243444,11.456377512407206,4.7752502464070385,4,fresh_premium,2.93,10.051375279415504,2.8,0.0
Gala,13.698897022941862,2.950287999998777,11.865533759198525,4.753065663721955,3,fresh_standard,1.75,1.8315033882305845,1.75,0.0
Red Delicious,11.359123593328778,2.785572876728316,10.00071672076878,3.8502829544265733,4,juice,1.25,6.249082676593252,0.06,1.19
Gala,12.549840140772544,2.8022770363992615,11.018108323160742,4.142925891340932,3,fresh_standard,1.75,16.556056297563988,1.75,0.0
Red Delicious,12.789331614401808,2.828297105921859,9.684668164921982,1.987793272731828,4,juice,1.25,0.1373372315865824,0.06,1.19
Red Delicious,12.017301267802436,2.736243482027764,10.185969495510989,2.0822723911906307,4,juice,1.25,22.263127249908756,0.06,1.19
Golden Delicious,14.753334579377242,3.004165314547502,11.96276666848256,3.3300691766328603,4,fresh_standard,1.5,2.687720454647362,1.75,0.0
Braeburn,12.674566225637966,3.6204010036419985,14.230857830065853,3.389512510590079,4,fresh_standard,1.85,10.199160886323018,1.75,0.0
Empire,13.417973820701535,3.1896798178005943,11.956530927058948,1.9960570576779701,3,juice,1.75,2.4438541562489986,0.06,1.69
Jazz,14.48394311630301,3.7505008705028855,12.320143269909146,3.4879065878353974,4,fresh_standard,3.0,4.267040555945366,1.75,0.0
Braeburn,12.267953104595595,3.6514242884384673,14.105407780091081,3.0845895354597235,4,fresh_standard,1.85,1.0741514178209675,1.75,0.0
Jazz,15.883057305923941,3.6818733893670337,13.180695380917546,3.4291554429332476,4,fresh_standard,3.0,0.6760043876192516,1.75,0.0
Gala,13.929048173720084,2.9500798754733553,12.428653271469996,3.136483507544664,3,fresh_standard,1.75,2.789161829949456,1.75,0.0
Gala,13.896982221157511,3.1960434542148253,11.864037855189013,2.9627922065821855,3,fresh_standard,1.75,0.19330504120641034,1.75,0.0
Cortland,11.989733392141371,2.702712662520374,10.505326004342564,2.3409305042870767,3,juice,1.5,9.006777092953474,0.06,1.44
Fuji,15.833480684673434,3.9353853720452507,14.429773260908698,3.3688080335389783,4,fresh_standard,2.0,2.492963996704412,1.75,0.0
Golden Delicious,14.692395936486998,3.0678373118373496,10.017238005183561,3.855518184390657,4,fresh_standard,1.5,6.120550779169815,1.75,0.0
Fuji,16.034350163744218,3.6421539900766877,13.16617904362964,3.2581544065609815,4,fresh_standard,2.0,28.38288237173423,1.75,0.0
Braeburn,12.690573384723253,3.66992599706826,13.14110012741979,2.8231624671153837,4,fresh_standard,1.85,5.286479983624694,1.75,0.0
Cosmic Crisp,13.141813206279373,3.490716034362555,11.384553129035705,3.7238884778595143,4,fresh_standard,2.93,36.30194375144341,1.75,0.0
Jazz,15.953995398698172,3.556828163354056,12.504482040346723,4.631292051713591,4,fresh_premium,3.0,6.8609441459685,2.8,0.0
McIntosh,13.226328822394796,2.5511902300037206,9.752623633909995,2.291167802417298,3,juice,1.5,7.128102580016906,0.06,1.44
Cameo,14.567271386438094,3.639585462565267,12.20337321724093,2.6294432653332653,4,fresh_standard,2.15,5.377064548526818,1.75,0.0
Jazz,15.50203049906171,3.5667944337678845,12.354857538939413,5.0,4,fresh_premium,3.0,13.918098878273495,2.8,0.0
Gala,13.778054856500681,2.7519990411845345,12.233567215705083,2.9309911974654796,3,juice,1.75,19.819735001578348,0.06,1.69
Ambrosia,15.108532567153507,3.3856182380792923,11.975334137242529,4.354107211628278,4,fresh_standard,2.5,14.114629041429104,1.75,0.0
Braeburn,13.103800935739184,3.5968106035510328,14.078387588254628,3.3731694621092188,4,fresh_standard,1.85,7.783283729338986,1.75,0.0
Gala,12.989032317419293,3.1260057006543858,11.668099931337538,3.3149103269265083,3,fresh_standard,1.75,0.5482372639196746,1.75,0.0
Golden Delicious,13.394059880331456,3.0619603065697,10.975800390558604,3.78404444942748,4,fresh_standard,1.5,0.8549083073875873,1.75,0.0
Honeycrisp,15.478708235996685,3.5947100340132274,12.83920012485558,4.012255087129471,3,fresh_premium,3.24,0.6302282756016341,2.8,0.0
Granny Smith,10.153293713212102,3.715283382313082,15.875799774285824,2.8761160813838695,4,fresh_standard,1.75,11.873455829771036,1.75,0.0
McIntosh,12.224888842015918,2.6426665258047795,10.925569615961464,2.8047773182630924,3,juice,1.5,0.721899779484894,0.06,1.44
Cortland,11.432847915531415,2.819607678893518,11.040361473133519,2.8825171829957594,3,juice,1.5,17.614985322976324,0.06,1.44
Granny Smith,10.218630305537216,3.6057624971069635,15.170806060325443,3.1460631461222652,4,fresh_standard,1.75,29.636437182826345,1.75,0.0
Fuji,15.572701102239192,3.876244254896858,13.82140584265073,3.0950395887256685,4,fresh_standard,2.0,8.790619322876683,1.75,0.0
Granny Smith,10.0,3.9070811142859,16.036020862752196,3.5433673792305735,4,fresh_standard,1.75,1.7607830972219596,1.75,0.0
Granny Smith,10.815642622798306,3.8086687081079575,15.63106636132627,3.058879379142052,4,fresh_standard,1.75,5.652942966301168,1.75,0.0
Jazz,14.859349553955619,3.4763415484328393,13.683997105780122,3.7178762006713058,4,fresh_premium,3.0,14.503546989673852,2.8,0.0
Jazz,14.267896671081822,3.7956647695551737,13.693028677380557,3.119595594009612,4,fresh_standard,3.0,0.8403564207332337,1.75,0.0
Fuji,17.29269747018537,3.867425274626904,12.324133678129222,3.213412650437597,4,fresh_standard,2.0,11.052639551550222,1.75,0.0
McIntosh,11.09844479782675,2.622513225337494,10.289712086859453,2.6953892769105563,3,juice,1.5,5.324568982088197,0.06,1.44
Red Delicious,12.611001497760858,3.1224031990747654,10.07475838088771,4.513753408666455,4,fresh_standard,1.25,3.8067850212176846,1.75,0.0
Jazz,14.175039177444278,3.8156785420815535,13.623539576180274,3.402058468982408,4,fresh_standard,3.0,2.039247379503509,1.75,0.0
Ambrosia,14.612333683274226,3.608666279955488,12.042891378087178,3.2431428036935865,4,fresh_standard,2.5,4.2446057617394,1.75,0.0
Ambrosia,15.150210287699185,3.4896230868811036,12.183394324612651,4.084327335983364,4,fresh_premium,2.5,4.8484394479474195,2.8,0.0
Red Delicious,12.194027677748624,3.007479575791011,9.623406642985625,1.8359563159275585,4,juice,1.25,4.2438583696479215,0.06,1.19
Honeycrisp,14.529863624183363,3.613706666857957,12.170694929987537,4.121843605745956,3,fresh_premium,3.24,1.3797521971241586,2.8,0.0
Gala,12.166728537823865,3.0774703455692913,12.518010565043863,3.0284083804190107,3,fresh_standard,1.75,0.925374690050798,1.75,0.0
McIntosh,11.748947642696816,2.5,10.077961748900242,2.054414403145425,3,juice,1.5,25.441184069287168,0.06,1.44
Gala,13.479404906910586,2.9766050321284716,11.83666772820456,4.054562083722698,3,fresh_standard,1.75,12.212517138184886,1.75,0.0
Granny Smith,11.626773662797234,3.8165008199092685,15.267391308798873,3.7964383513853117,4,fresh_standard,1.75,3.42107260823604,1.75,0.0
Granny Smith,10.741179478620628,3.8064496825271834,16.092814148424264,3.463757762481855,4,fresh_standard,1.75,12.658984863540612,1.75,0.0
Gala,11.975834452763578,3.0436458930204693,11.103337443315922,3.42472744399826,3,fresh_standard,1.75,14.454219963349102,1.75,0.0
Ambrosia,14.42362796749916,3.4563519999337013,12.819253638873185,4.447519157038058,4,fresh_premium,2.5,0.7441312977627452,2.8,0.0
Empire,12.116158631035526,3.378434592637583,10.132810706920996,4.161930543232195,3,fresh_standard,1.75,6.333275812147372,1.75,0.0
Granny Smith,11.607408819295948,3.8237709443276704,16.77047775741513,3.6461943342216285,4,fresh_standard,1.75,0.754410315239231,1.75,0.0
Golden Delicious,13.51613532131199,2.948879380363781,11.161537167228843,2.5211989337497562,4,fresh_standard,1.5,14.224113350374882,1.75,0.0
Braeburn,13.511365225194407,3.671233312059794,13.530457045005349,3.4448259304374407,4,fresh_standard,1.85,0.8927118402130035,1.75,0.0
Gala,13.673701365510993,3.194474150857019,12.725280942298358,2.168419776351479,3,fresh_standard,1.75,0.3971637332766473,1.75,0.0
Gala,12.394556511607487,2.9625950220490616,12.124145588805142,3.9879231120487866,3,fresh_standard,1.75,0.9972966184805467,1.75,0.0
Fuji,16.74695696166961,3.8663784492384026,14.190747568588714,3.675629289285112,4,fresh_standard,2.0,9.556054769824742,1.75,0.0
Red Delicious,12.419122668485484,2.706372339409511,10.536178756837334,4.198478106790228,4,juice,1.25,36.172925100823214,0.06,1.19
Braeburn,13.335457511597287,3.410923812573566,13.948906359689047,4.929028119039527,4,fresh_standard,1.85,10.654753667251665,1.75,0.0
Ambrosia,16.243227183400915,3.467004876183803,11.127281818573284,3.0984301618720274,4,fresh_standard,2.5,1.677795035251999,1.75,0.0
Cameo,14.48845355478891,3.2583842280842648,11.014193064989774,3.2877885442597963,4,fresh_standard,2.15,25.668598921792295,1.75,0.0
Jazz,15.849373710019108,3.6103788620939907,12.018663239654186,4.610516847762677,4,fresh_premium,3.0,0.22065049355001531,2.8,0.0
Braeburn,12.259580023704471,3.6457764017190644,14.429392178013245,3.47522438779563,4,fresh_standard,1.85,13.643065459790492,1.75,0.0
Honeycrisp,14.083296594810275,3.619061413322804,12.559867793891886,3.7993897640570817,3,fresh_premium,3.24,16.064942438261195,2.8,0.0
Cosmic Crisp,14.744067440632165,3.824358131443543,10.09393193355011,3.552696348890248,4,fresh_premium,2.93,10.74266569384876,2.8,0.0
Granny Smith,10.735552841624129,3.6554626052259707,16.67494503923755,3.323454496618125,4,fresh_standard,1.75,13.211074682337152,1.75,0.0
Gala,13.702492593815695,3.157259063674585,11.552638216931708,3.6532302534045904,3,fresh_standard,1.75,1.860024372223012,1.75,0.0
Cosmic Crisp,14.488445890073733,3.704863535641159,10.892011545915912,3.7222614404198726,4,fresh_premium,2.93,12.315909951213124,2.8,0.0
Gala,12.907321210815757,3.0026968442563184,12.465466949572331,3.806475253116557,3,fresh_standard,1.75,0.8585458191010802,1.75,0.0
Jazz,15.252574053240632,3.7001720390951274,13.597428383309149,3.8954883713569872,4,fresh_premium,3.0,1.2594446448603402,2.8,0.0
Red Delicious,12.364186470069702,2.853629381074067,10.494449290177174,2.347076008777565,4,juice,1.25,2.1532054445299407,0.06,1.19
Fuji,14.943351877873107,3.7490707823811555,13.064185670190637,3.198929484313081,4,fresh_standard,2.0,23.996764970437134,1.75,0.0
Cameo,13.559548314722706,3.239371924130925,11.799439101948856,2.497298136503561,4,fresh_standard,2.15,22.049956063785704,1.75,0.0
Golden Delicious,14.860446154303418,2.935977446797955,10.240756299011068,3.8913836909661383,4,fresh_standard,1.5,12.051331067717733,1.75,0.0
Ambrosia,14.498580321085386,3.449950076297945,11.187714569646712,3.2094046489839334,4,fresh_standard,2.5,4.164312671107416,1.75,0.0
Ambrosia,15.111910059216884,3.35126193210604,,4.116608065631751,4,fresh_standard,2.5,6.134547044538153,1.75,0.0
Cosmic Crisp,15.917054500353485,3.913279804024247,11.43809181036849,4.041141994637712,4,fresh_premium,2.93,1.7269417546127899,2.8,0.0
Ambrosia,15.600888331349605,3.4480525936103965,11.677721298677504,3.8749767427005235,4,fresh_premium,2.5,4.192313984169898,2.8,0.0
Jazz,15.65923453266883,3.7927318181981593,13.552894892999449,4.771054976283938,4,fresh_premium,3.0,9.42186012916847,2.8,0.0
Red Delicious,12.851573592480902,2.8998424667574034,10.24292884531357,3.2799389721995142,4,juice,1.25,5.7893991782862635,0.06,1.19
Fuji,17.74932730181418,3.974386819377938,14.993248167030602,3.5271336253999896,4,fresh_standard,2.0,2.214345298510212,1.75,0.0
Cosmic Crisp,13.605544643548752,3.8456660870455885,10.9521008043982,4.70467372009279,4,fresh_premium,2.93,0.2968351154302202,2.8,0.0
Granny Smith,11.631701628042501,3.723297929516901,15.619383422210378,3.3947729264607855,4,fresh_standard,1.75,6.753460896468937,1.75,0.0
Fuji,16.57328416712861,3.8687509866682173,14.553452206277946,3.4406928792564164,4,fresh_standard,2.0,7.209457147263106,1.75,0.0
Gala,12.454464520340618,2.824647717179154,11.203786201745874,2.983347253895858,3,fresh_standard,1.75,16.0094010731847,1.75,0.0
Cosmic Crisp,15.866247250723791,3.63488192440413,10.59424343124635,4.532740187532676,4,fresh_premium,2.93,21.275463180521534,2.8,0.0
Red Delicious,11.855205508715915,3.02414743717274,10.385602397259817,2.4186064760943844,4,juice,1.25,6.812416743861647,0.06,1.19
Braeburn,11.864365360015091,3.4978492820304914,14.207585514572235,3.8336132581053746,4,fresh_standard,1.85,1.648512737393055,1.75,0.0
Pink Lady,14.99166499918163,3.643563650074023,15.74150690067452,3.5087563032308453,5,fresh_standard,3.0,3.2042659245002616,1.75,0.0
Fuji,16.40946999465474,3.8916443362325235,13.780384148114171,4.7990336406839615,4,fresh_premium,2.0,9.008619498880007,2.8,0.0
Jazz,14.64666413458138,3.702957640379431,12.878809979388905,3.9395259256961093,4,fresh_premium,3.0,3.5485599007989306,2.8,0.0
Ambrosia,15.457727225336399,3.4026369618682404,11.069340533452966,4.010655824335971,4,fresh_premium,2.5,1.8255382580481638,2.8,0.0
Gala,13.750631566633912,3.0643386938795736,11.992517505764724,3.3321438989024994,3,fresh_standard,1.75,3.954740594095893,1.75,0.0
Ambrosia,15.491138080984909,3.6413367881731262,12.99087503238262,3.9696695930926897,4,fresh_premium,2.5,1.5384389498610052,2.8,0.0
Braeburn,14.074984577839343,3.727551056845286,13.860686347378145,2.978427807806814,4,fresh_standard,1.85,5.310584998237119,1.75,0.0
Gala,13.181081883551848,3.0367858706807946,11.795224757105741,4.378506343251463,3,fresh_standard,1.75,3.2436337969260847,1.75,0.0
Fuji,16.419090347623943,3.7593166561187155,12.99405665620895,3.1908689637150545,4,fresh_standard,2.0,14.51830260048272,1.75,0.0
Granny Smith,10.460058350857297,3.8838253883770903,16.532694426209304,3.352169958491271,4,fresh_standard,1.75,3.1948171795659257,1.75,0.0
Red Delicious,11.231408744323133,3.0732479231531253,10.267699637470647,2.0318712452686736,4,juice,1.25,2.8077249598577274,0.06,1.19
McIntosh,12.33626281437912,2.596316095603867,9.747877427207548,1.9844277871897495,3,juice,1.5,19.65074041378884,0.06,1.44
